p	 Exhaustive			 2D Log			    Hierarchical
5 	 278.8407894736842 	 166.98815789473684 		 312.79605263157896
6 	 326.77763157894736 	 175.9763157894737 		 384.7013157894737
7 	 382.70394736842104 	 175.9763157894737 		 440.6276315789474
8 	 446.6197368421053 	 175.9763157894737 		 552.4802631578947
9 	 518.525 	 175.9763157894737 		 624.3855263157894
10 	 598.4197368421053 	 175.9763157894737 		 744.2276315789474
11 	 686.3039473684211 	 175.9763157894737 		 832.1118421052631
12 	 782.1776315789474 	 184.96447368421053 		 999.8907894736842
13 	 886.0407894736842 	 184.96447368421053 		 1103.753947368421
14 	 997.8934210526315 	 184.96447368421053 		 1271.532894736842
15 	 1117.7355263157895 	 184.96447368421053 		 1391.375
16 	 1245.5671052631578 	 184.96447368421053 		 1615.0802631578947
17 	 1381.3881578947369 	 184.96447368421053 		 1750.9013157894738
18 	 1525.1986842105264 	 184.96447368421053 		 1966.6171052631578
